TAB_ID,title,abstract,journal,pmid,radiotracer_1_abstract,radiotracer_2_abstract,protein_1_abstract,DNA_1_abstract,cell_line_1_abstract
1284,"Manipulating the In Vivo Behaviour of 68Ga with Tris(Hydroxypyridinone) Chelators: Pretargeting and Blood Clearance.","Pretargeting is widely explored in immunoPET as a strategy to reduce radiation exposure of non-target organs and allow the use of short-lived radionuclides that would not otherwise be compatible with the slow pharmacokinetic profiles of antibodies. Here we investigate a pretargeting strategy based on gallium-68 and the chelator THPMe as a high-affinity pair capable of combining in vivo. After confirming the ability of THPMe to bind 68Ga in vivo at low concentrations, the bifunctional THPMe-NCS was conjugated to a humanised huA33 antibody targeting the A33 glycoprotein. Imaging experiments performed in nude mice bearing A33-positive SW1222 colorectal cancer xenografts compared pretargeting (100 μg of THPMe-NCS-huA33, followed after 24 h by 8-10 MBq of 68Ga3+) with both a directly labelled radioimmunoconjugate (89Zr-DFO-NCS-huA33, 88 μg, 7 MBq) and a 68Ga-only negative control (8-10 MBq of 68Ga3+). Imaging was performed 25 h after antibody administration (1 h after 68Ga3+ administration for negative control). No difference between pretargeting and the negative control was observed, suggesting that pretargeting via metal chelation is not feasible using this model. However, significant accumulation of "unchelated" 68Ga3+ in the tumour was found (12.9 %ID/g) even without prior administration of THPMe-NCS-huA33, though tumour-to-background contrast was impaired by residual activity in the blood. Therefore, the 68Ga-only experiment was repeated using THPMe (20 μg, 1 h after 68Ga3+ administration) to clear circulating 68Ga3+, producing a three-fold improvement of the tumour-to-blood activity concentration ratio. Although preliminary, these results highlight the potential of THPMe as a 68Ga clearing agent in imaging applications with gallium citrate.","International journal of molecular sciences",32098299,68Ga,68Ga3+,THPMe,NULL,NULL
5314,"Usefulness of [18F]fluorodeoxyglucose PET/CT for evaluating the PD-L1 status in nasopharyngeal carcinoma.","PURPOSE
To explore the relationship between [18F]fluorodeoxyglucose (18F-FDG uptake) and PD-L1 expression and determine the usefulness of 18F-FDG PET/CT for evaluating the PD-L1 status in tumour cells (TCs) and tumour-infiltrating immune cells (TIICs) in patients with nasopharyngeal carcinoma (NPC).


METHODS
We retrospectively evaluated the records of 84 eligible patients who received an initial histopathological diagnosis of NPC between December 2016 and March 2019. All tissue specimens and PET/CT images were collected prior to treatment. High PD-L1 expression in TCs and TIICs was defined as ≥ 50% of stained cells.


RESULTS
There was a significant difference in 18F-FDG uptake according to the PD-L1 status in TCs and TIICs. Univariate analysis showed that PD-L1 expression in TCs was associated with tumour maximum standardized uptake value (SUVmax) (P < 0.001), primary tumour total lesion glycolysis (TLG; P < 0.001), and T stage (P = 0.044), but not with plasma Epstein-Barr virus (EBV) load (P = 0.816), whereas PD-L1 expression in TIICs was related to SUVmax (P = 0.011), TLG (P = 0.001), T stage (P = 0.028), and plasma EBV load (P = 0.003). In multivariate logistic regression, PD-L1 expression in TCs was positively associated with SUVmax (P = 0.003) and TLG (P = 0.001), and in TIICs, negatively associated with SUVmax (P = 0.038) and plasma EBV load (P = 0.025).


CONCLUSIONS
18F-FDG uptake in NPC lesions was positively correlated with PD-L1 expression in TCs and negatively correlated with PD-L1 expression in TIICs. Thus, 18F-FDG PET/CT may be useful for evaluating the PD-L1 status in patients with NPC.","European journal of nuclear medicine and molecular imaging",31897588,18F-FDG,"18F-FDG PET/CT",NPC,NULL,NULL
58686,"Quantifying bias and precision of kinetic parameter estimation on the PennPET Explorer, a long axial field-of-view scanner.","Long axial field-of-view (AFOV) PET scanners allow for full-body dynamic imaging in a single bed-position at very high sensitivity. However, the benefits for kinetic parameter estimation have yet to be studied. This work uses (1) a dynamic GATE simulation of [18F]-fluorothymidine (FLT) in a modified NEMA IQ phantom and (2) a lesion embedding study of spheres in a dynamic [18F]-fluorodeoxyglucose (FDG) human subject imaged on the PennPET Explorer. Both studies were designed using published kinetic data of lung and liver cancers and modeled using two tissue compartments. Data were reconstructed at various emulated doses. Sphere time-activity curves (TACs) were measured on resulting dynamic images, and TACs were fit using a two-tissue-compartment model (k4 ≠ 0) for the FLT study and both a two-tissue-compartment model (k4 = 0) and Patlak graphical analysis for the FDG study to estimate flux (Ki) and delivery (K1) parameters. Quantification of flux and K1 shows lower bias and better precision for both radiotracers on the long AFOV scanner, especially at low doses. Dynamic imaging on a long AFOV system can be achieved for a greater range of injected doses, as low as 0.5-2 mCi depending on the sphere size and flux, compared to a standard AFOV scanner, while maintaining good kinetic parameter estimation.","IEEE transactions on radiation and plasma medical sciences",33225120,[18F]-fluorothymidine,"[18F]-fluorodeoxyglucose (FDG)",FDG,NULL,NULL
27092,"Synthesis and evaluation of 2-(2'-((dimethylamino)methyl)-4'-(2-fluoroethoxy-substituted)phenylthio)benzenamine derivatives as potential positron emission tomography imaging agents for serotonin transporters.","A series of diphenylsulfide derivatives with various substitutions at the 4-position on phenyl ring A and different lengths of the 2-fluoroethoxy-substituted side-chain at the 4'-position on ring B were synthesized and evaluated as potential positron emission tomography (PET) imaging agents for serotonin transporters (SERT). These ligands exhibited high SERT binding affinities (Ki = 0.11-1.3 nM) and the 4-methyl-substituted (4-Me) compounds 7a and 8a displayed excellent selectivity for SERT versus norepinephrine transporters (NET) (392- and 700-fold, respectively). In the parallel artificial membrane permeability assay (PAMPA), these ligands demonstrated moderate to high brain penetration, and the 4-Me analogs showed higher BBB permeability than the corresponding 4-F analogs. The 2-fluoroethoxy-substituted ligands showed higher metabolic stability and lower lipophilicity than 4-F-ADAM. [18F]7a-c were readily prepared using an automatic synthesizer and exhibited significant uptake and slow washout in rat brains. At 120 min after iv injection, [18F]7a exhibited the highest uptake in the midbrain, whereas [18F]7b exhibited the highest uptake in the hypothalamus and midbrain. After treatment with citalopram, a SERT-selective ligand, the uptake of [18F]7a in the hypothalamus and striatum was significantly decreased. The potent and highly selective SERT binding and the selective and reversible accumulation in SERT-rich brain regions suggested that [18F]7a is a promising lead for the further development of novel [18F]-labeled PET imaging agents for SERT binding sites in the brain.","Bioorganic chemistry",32088418,[18F]7a,"[18F]-labeled PET","SERT-rich brain regions","SERT binding sites",NULL
28754,"Pancreatic sarcomatoid carcinoma: CT, MRI, and 18F-FDG PET/CT features.","AIM
To investigate computed tomography (CT), magnetic resonance imaging (MRI), and combined 2-[18F]-fluoro-2-deoxy-d-glucose (18F-FDG) positron-emission tomography (PET)/CT features of pancreatic sarcomatoid carcinoma (PSC).


MATERIALS AND METHODS
The hospital database was searched retrospectively for the patients with PSC confirmed at histopathology after surgery. Ten patients who underwent unenhanced and enhanced CT (n=4), unenhanced and enhanced MRI (n=2), 18F-FDG PET/CT (n=2), and both enhanced CT and 18F-FDG PET/CT (n=2) were enrolled. Two patients underwent additional delayed PET/CT. The maximum standardised uptake value (SUVmax) was measured on PET/CT images.


RESULTS
Eleven lesions were detected in 10 patients. Solid and cystic components (n=6), intratumoural haemorrhage (n=1), nodular calcification (n=2), main pancreatic duct dilatation resulted from lesion obstruction (n=5) or compression (n=3), cholangiectasis (n=5), vascular and peripheral organ invasion (n=5 and 6, respectively), hepatic and lymphatic metastases (n=4 and 2, respectively) were detected. All five lesions in four patients who underwent PET/CT showed intense FDG uptake on PET/CT with SUVmax (16, range 10.9-21.1). Increase of FDG uptake (SUVmax = 18.9, 20.1, and 27.3, respectively) was revealed on the delayed scan of three lesions in two patients.


CONCLUSIONS
PSCs were more commonly ill-defined solid cystic masses, which caused pancreatic duct obstruction/compression without pancreatic parenchymal atrophy, and these masses on PET/CT showed high FDG uptake on both initial and delayed PET/CT.","Clinical radiology",32044096,18F-FDG,"18F-FDG PET/CT",FDG,NULL,NULL
33042,"Binding of the synaptic vesicle radiotracer [11C]UCB-J is unchanged during functional brain activation using a visual stimulation task.","The positron emission tomography radioligand [11C]UCB-J binds to synaptic vesicle glycoprotein 2 A (SV2A), a regulator of vesicle release. Increased neuronal firing could potentially affect tracer concentrations if binding site availability is altered during vesicle exocytosis. This study assessed whether physiological brain activation induces changes in [11C]UCB-J tissue influx (K1), volume of distribution (VT), or binding potential (BPND). Healthy volunteers (n = 7) underwent 60-min [11C]UCB-J PET scans at baseline and during intermittent presentation of 8-Hz checkerboard visual stimulation. Sensitivity to intermittent changes in kinetic parameters was assessed in simulations, and visual stimulation was repeated using functional magnetic resonance imaging to characterize neural responses. VT  and K1 were determined using the one-tissue compartment model and BPND using the simplified reference tissue model. In primary visual cortex, K1 increased 34.3 ± 15.5% (p = 0.001) during stimulation, with no change in other regions (ps > 0.12). K1 change was correlated with fMRI BOLD response (r = 0.77, p = 0.043). There was no change in VT (-3.9 ± 8.8%, p = 0.33) or BPND (-0.2 ± 9.6%, p = 0.94) in visual cortex nor other regions (ps > 0.19). Therefore, despite robust increases in regional tracer influx due to blood flow increases, binding measures were unchanged during stimulation. [11C]UCB-J VT and BPND are likely to be stable in vivo measures of synaptic density.","Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism",32757741,"[11C]UCB-J PET","[11C]UCB-J VT",SV2A,"binding site",NULL
5989,"Comparison of different images in gross target volume delineating on VX2 nasopharyngeal transplantation tumor models.","Background: To determine the optimum conditions for diagnosis of nasopharyngeal carcinoma, we established VX2 rabbit model to delineate gross target volume (GTV) in different imaging methods. Methods: The orthotopic nasopharyngeal carcinoma (NPC) was established in sixteen New Zealand rabbits. After 7-days inoculation, the rabbits were examined by CT scanning and then sacrificed for pathological examination. To achieve the best delineation, different GTVs of CT, MRI, 18F-FDG PET/CT, and 18F-FLT PET/CT images were correlated with pathological GTV (GTVp). Results: We found 45% and 60% of the maximum standardized uptake value (SUVmax) as the optimal SUV threshold for the target volume of NPC in 18F-FDG PET/CT and 18F-FLT PET/CT images, respectively (GTVFDG45% and GTVFLT60%). Moreover, the GTVMRI and GTVCT were significantly higher than the GTVp (P ≤ 0.05), while the GTVFDG45% and especially GTVFLT60% were similar to the GTVp (R = 0.892 and R = 0.902, respectively; P ≤ 0.001). Conclusions: Notably, the results suggested that 18F-FLT PET/CT could reflect the tumor boundaries more accurately than 18F-FDG PET/CT, MRI and CT, which makes 18F-FLT PET-CT more advantageous for the clinical delineation of the target volume in NPC.","Journal of Cancer",31956357,"18F-FLT PET-CT","18F-FDG PET/CT",NPC,NULL,NULL
64192,"Distinguishing between dementia with Lewy bodies and Alzheimer's disease using metabolic patterns.","Alzheimer's disease (AD) and dementia with Lewy bodies (DLB) are the 2 most common causes of dementia. We compared the regional metabolism on 18F-fluorodeoxyglucose positron emission tomography (PET) among 21 control subjects and cognitively impaired patients due to DLB (N = 63) and AD (N = 38). All participants underwent 18F-Florbetaben (FBB) PET, and all DLB patients had abnormality on dopamine transporter PET. Both the FBB-positive DLB (N = 38) and FBB-negative DLB (N = 25) groups had increased metabolism in the bilateral central cerebellum, posterior putamen, and somatomotor cortices compared with the control and AD groups. Compared with the control group, the DLB and AD groups commonly exhibited hypometabolism in the bilateral lateral temporal, temporo-parietal junction, posterior cingulate, and precuneus cortices. Both DLB groups had additional hypometabolism in the bilateral thalami and dorsolateral prefrontal cortices, whereas the AD group did in the bilateral entorhinal cortices and hippocampi. Our results suggest that hypermetabolism in the somatomotor cortex, posterior putamen, or central cerebellum could be a useful imaging biomarker for detecting DLB patients, while entorhinal/hippocampal hypometabolism could be a specific biomarker for AD.","Neurobiology of aging",31791660,18F-Florbetaben,NULL,NULL,NULL,NULL
9327,"High-Contrast CXCR4-Targeted 18F-PET Imaging Using a Potent and Selective Antagonist.","C-X-C chemokine receptor 4 (CXCR4) is highly expressed in cancers, contributing to proliferation, metastasis, and a poor prognosis. The noninvasive imaging of CXCR4 can enable the detection and characterization of aggressive cancers with poor outcomes. Currently, no 18F-labeled CXCR4 positron emission tomography (PET) radiotracer has demonstrated imaging contrast comparable to [68Ga]Ga-Pentixafor, a CXCR4-targeting radioligand. We, therefore, aimed to develop a high-contrast CXCR4-targeting radiotracer by incorporating a hydrophilic linker and trifluoroborate radioprosthesis to LY2510924, a known CXCR4 antagonist. A carboxy-ammoniomethyl-trifluoroborate (PepBF3) moiety was conjugated to the LY2510924-derived peptide possessing a triglutamate linker via amide bond formation to obtain BL08, whereas an alkyne ammoniomethyl-trifluoroborate (AMBF3) moiety was conjugated using the copper-catalyzed [3+2] cycloaddition click reaction to obtain BL09. BL08 and BL09 were radiolabeled with [18F]fluoride ion using 18F-19F isotope exchange. Pentixafor was radiolabeled with [68Ga]GaCl3. Side-by-side PET imaging and biodistribution studies were performed on immunocompromised mice bearing Daudi Burkitt lymphoma xenografts. The biodistribution of [18F]BL08 and [18F]BL09 showed tumor uptake at 2 h postinjection (p.i.) (5.67 ± 1.25%ID/g and 5.83 ± 0.92%ID/g, respectively), which were concordant with the results of PET imaging. [18F]BL08 had low background activity, providing tumor-to-blood, -muscle, and -liver ratios of 72 ± 20, 339 ± 81, and 14 ± 3 (2 h p.i.), respectively. [18F]BL09 behaved similarly, with ratios of 64 ± 20, 239 ± 72, and 17 ± 3 (2 h p.i.), respectively. This resulted in high-contrast visualization of tumors on PET imaging for both radiotracers. [18F]BL08 exhibited lower kidney uptake (2.2 ± 0.5%ID/g) compared to [18F]BL09 (7.6 ± 1.0%ID/g) at 2 h p.i. [18F]BL08 and [18F]BL09 demonstrated higher tumor-to-blood, -muscle, and -liver ratios compared to [68Ga]Ga-Pentixafor (18.9 ± 2.7, 95.4 ± 36.7, and 5.9 ± 0.7 at 2 h p.i., respectively). In conclusion, [18F]BL08 and [18F]BL09 enable high-contrast visualization of CXCR4 expression in Daudi xenografts. Based on high tumor-to-organ ratios, [18F]BL08 may prove a valuable new tool for CXCR4-targeted PET imaging with potential for translation. The use of a PepBF3 moiety is a new approach for the orthogonal conjugation of organotrifluoroborates for 18F-labeling of peptides.","Molecular pharmaceutics",33253591,[18F]BL08,"18F-labeling of peptides","PepBF3 moiety",BL09,"Daudi Burkitt lymphoma xenografts"
64404,"Assessment of biological parameters in head and neck cancer based on in vivo distribution of 18F-FDG-FLT-FMISO-PET/CT images.","OBJECTIVE
Several genetic analyses have identified tumor diversity not only among tumors from different patients (intertumor heterogeneity) but also within individual tumors (intratumor heterogeneity). The aim of this study was to analyze the intratumor heterogeneity and other biological parameters based on in vivo distribution in triple-tracer positron emission tomography with computed tomography (PET/CT) study in patients with newly diagnosed head and neck (H&N) cancer.


METHODS
Thirty-six patients with newly diagnosed H&N cancer were included in the study. Institutional Bioethical Committee approved the study protocol and informed consent was received from every participant. All patients underwent series of 3 PET/CT scans with [18F]Fluorodeoxyglucose (18F-FDG-PET), [18F]Fluorothymidine (18F-FLT-PET), and [18F]Fluoromisonidazole (18F-FMISO-PET) before treatment. Scans were performed on separate days, within a timeframe of 2 weeks. Several PET/CT parameters grading tumor biology including maximum standardized uptake value (SUVmax), total lesion glycolysis (TLG), its equivalent (total hypoxic lesion [TLH] and total proliferative lesion [TLP]), and heterogeneity (area under the curve-cumulative SUV histogram) for the primary tumor were compared.


RESULTS
All patients showed increased uptake of 18F-FDG in primary tumor, ranging from 2.29 to 14.89 SUVmax. Respectively, SUVmax values for 18F-FLT ranged from 0.93 to 16.11 and for 18F-FMISO 0.36-4.07. Based on 3-year follow-up, we divided patients in terms of survival forecasts (first with good prognosis and second with worse). Higher values of TLG/TLP/TLH and SUVmax were observed in the second group in all 3 tracers (for 18F-FDG: 167.40 vs 100.32, 11.15 vs 8.95; for 18F-FLT: 116.61 vs 60.67, 7.09 vs 5.47; for 18F-FMISO: 37.34 vs 22.30, 1.70 vs 1.61 respectively). Statistically significant differences were shown in SUVmax in 18F-FDG and 18F-FLT (P<0.034, P<0.034, respectively; in TLG, P=0.05; TLP, P=0.04; and TLH, P=0.05).


CONCLUSION
Our preliminary results suggest worse prognosis in patients with higher heterogeneity values of primary tumor in proliferation and hypoxia images and combination of metabolic and volumetric parameters in TLG and its equivalent and heterogeneity of primary tumor seems to be a prognostic factor.",Tumori,31446858,18F-FLT,"18F-FMISO: 37.34",NULL,NULL,NULL
15111,"Comparison of histopathology and preoperative 18F-FDG-PET/CT of osteomyelitis aiming for image guided surgery: A preliminary trial.","OBJECTIVE
There are currently no robust methods for accurately localizing the infection focus of osteomyelitis. Accumulation of fluorodeoxyglucose (FDG) is nonspecific, and it is well-known that it can indicate inflammatory cells and sites of inflammation, and its effectiveness in detecting osteomyelitis has been reported recently. However, the optimal cut-off value for the Standardized Uptake Value (SUV) in detecting the focus of osteomyelitis through 18F-FDG-PET/CT is not known. We investigated the optimal SUV cut-off values using 18F-FDG positron emission tomography (PET)computed tomography (CT) to visualize the infection focus of osteomyelitis accurately.


PATIENTS AND METHODS
Initially, we investigated a case where osteomyelitis was bacteriologically detected after orthopedic surgery on lower limb. Based on the surgical pathology, we explored the optimal SUV cut-off value of the 18F-FDG PET/CT image taken before surgery. The SUV cut-off value was varied, using the GE Rainbow Color Scale on a dedicated workstation. We searched for the most accurate visualization of the extent of the infectious lesion. Subsequently, using the SUV cut-off value decided on the basis of the first case studied, we investigated the accuracy for diagnosing osteomyelitis. A total of sixteen patients underwent 18F-FDG PET/CT for suspected osteomyelitis (one case involved the upper extremity and 15 cases the lower one). All patients underwent surgery. The final diagnosis was made by means of bacteriologic culture of surgical specimens and histopathologic analysis. We compared surgical pathology and preoperative 18F-FDG PET/CT.


RESULTS
In the first case studied, the infection was most accurately localized with a SUV with a lower level of 2.00 and an upper of 8.00. Upon comparing the pathological findings and the 18F-FDG PET/CT, we set a SUV with a lower level of 2.00 and an upper level of 8.00. In thirteen cases, infection was detected with positive pathological findings. Preoperative 18F-FDG PET/CT showed high accumulation in these cases. In the remaining three cases, no infection was detected on either pathological findings nor 18F-FDG PET/CT findings.


CONCLUSIONS
The infection focus of osteomyelitis was accurately visualized by setting the SUV cut-off lower level to 2.00 and upper level to 8.00. We believe that this 18F-FDG PET/CT technique is helpful for image guided surgery of osteomyelitis.",Injury,32143858,18F-FDG,"18F-FDG PET/CT",NULL,NULL,NULL
19962,"Impact of 68Ga-FAPI-PET/CT imaging on the therapeutic management of primary and recurrent pancreatic ductal adenocarcinomas.","Purpose: Pancreatic ductal carcinoma (PDAC) is a highly lethal cancer and early detection and accurate staging are critical to prolonging survival. PDAC typically has a prominent stroma including cancer-associated fibroblasts (CAFs) that express Fibroblast Activation Protein (FAP). FAP is a new target molecule for PET imaging of various tumors. In this retrospective study we describe the clinical impact of PET/CT imaging using 68Ga-labelled FAP-Inhibitors (68Ga-FAPI - PET/CT) in 19 patients with PDAC (7 primary, 12 progressive/recurrent). Patients and Methods: All patients have undergone contrast enhanced Computed Tomography (ceCT) for TNM staging before they were subjected to 68Ga-FAPI - PET/CT imaging. PET-scans were acquired 60 minutes after administration of 150-250 MBq of 68Ga-labelled FAP-specific tracers. In order to characterize 68Ga-FAPI-uptake over time, additional scans after 10 minutes and/or 180 minutes were performed in six patients. SUVmax and SUVmean values of PDAC manifestations and healthy organs were analyzed. The tumor burden according to 68Ga-FAPI - PET/CT was compared to TNM staging based on ceCT and changes in oncological management were recorded. Results: Compared to ceCT, 68Ga-FAPI - PET/CT results led to changes in TNM staging in 10/19 patients. 8/12 patients with recurrent/progressive disease, were up-staged, 1 down-staged and 3 had no change. In newly diagnosed PDAC, 1/7 patients was up-staged, the staging of 6 patients did not change. Changes in oncological management occurred in seven patients. Markedly elevated uptake of 68Ga-FAPI in PDAC manifestations after 1 hour was seen in most cases. Differentiation from pancreatitis based on static imaging 1 hour p.i. was challenging. With respect to imaging after multiple time points, PDAC and pancreatitis showed a trend for differential uptake kinetics. Conclusion: 68Ga-FAPI - PET/CT led to restaging in half of patients with PDAC and most patients with recurrent disease compared to standard of care imaging. The clinical value of 68Ga-FAPI - PET/CT should be further investigated.","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",33097632,68Ga-FAPI,"68Ga-labelled FAP-specific",NULL,NULL,CAFs
33987,"Tau PET imaging with 18F-PI-2620 in Patients with Alzheimer Disease and Healthy Controls: A First-in-Humans Study.","18F-PI-2620 is a PET tracer with high binding affinity for aggregated tau, a key pathologic feature of Alzheimer disease (AD) and other neurodegenerative disorders. Preclinically, 18F-PI-2620 binds to both 3-repeat and 4-repeat tau isoforms. The purpose of this first-in-humans study was to evaluate the ability of 18F-PI-2620 to detect tau pathology in AD patients using PET imaging, as well as to assess the safety and tolerability of this new tau PET tracer. Methods: Participants with a clinical diagnosis of probable AD and healthy controls (HCs) underwent dynamic 18F-PI-2620 PET imaging for 180 min. 18F-PI-2620 binding was assessed visually and quantitatively using distribution volume ratios (DVR) estimated from noninvasive tracer kinetics and SUV ratio (SUVR) measured at different time points after injection, with the cerebellar cortex as the reference region. Time-activity curves and SUVR were assessed in AD and HC subjects, as well as DVR and SUVR correlations and effect size (Cohen's d) over time. Results: 18F-PI-2620 showed peak brain uptake around 5 min after injection and fast washout from nontarget regions. In AD subjects, focal asymmetric uptake was evident in temporal and parietal lobes, precuneus, and posterior cingulate cortex. DVR and SUVR in these regions were significantly higher in AD subjects than in HCs. Very low background signal was observed in HCs. 18F-PI-2620 administration was safe and well tolerated. SUVR time-activity curves in most regions and subjects achieved a secular equilibrium after 40 min after injection. A strong correlation (R 2 > 0.93) was found between noninvasive DVR and SUVR for all imaging windows starting at more than 30 min after injection. Similar effect sizes between AD and HC groups were obtained across the different imaging windows. 18F-PI-2620 uptake in neocortical regions significantly correlated with the degree of cognitive impairment. Conclusion: Initial clinical data obtained in AD and HC subjects demonstrated a high image quality and excellent signal-to-noise ratio of 18F-PI-2620 PET for imaging tau deposition in AD subjects. Noninvasive quantification using DVR and SUVR for 30-min imaging windows between 30 and 90 min after injection-for example, 45-75 min-provides robust and significant discrimination between AD and HC subjects. 18F-PI-2620 uptake in expected regions correlates strongly with neurocognitive performance.","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",31712323,18F-PI-2620,NULL,NULL,NULL,NULL
41415,"Comparing the intra-tumoral distribution of Gemcitabine, 5-Fluorouracil, and Capecitabine in a murine model of pancreatic ductal adenocarcinoma.","PURPOSE
To develop a technique to compare the intra-tumoral distribution of the drug gemcitabine, its surrogate [18F]-fluoroarabinocytosine ([18F]-FAC) and related chemotherapeutics 5-FU and capecitabine in a pre-clinical model of pancreatic ductal adenocarcinoma (PDAC).


EXPERIMENTAL DESIGN
Using a KPC-organoid derived model of PDAC, we obtained autoradiographic images of the tumor distribution of, [14C]-gemcitabine, [14C]-5-FU, [3H]-capecitabine. These were compared indirectly by co-administering [18F]-FAC, a close analog of gemcitabine with a proven equivalent intra-tumor distribution. The short half-life of 18F allows for clean separation of 3H/14C labeled drugs in specimens by dual isotope digital autoradiography. Autoradiographic images of [14C]-gemcitabine, [3H]-capecitabine and [14C]-5-FU were each correlated to [18F]-FAC on a pixel-by-pixel basis. The tumor drug penetration was compared using cumulative histograms.


RESULTS
Gemcitabine distribution correlated strongly with FAC as expected. 5-FU also gave a similar microdistribution to that of FAC, whereas no correlation was found between capecitabine or its metabolic products and FAC distribution. Accumulation of Gemcitabine and 5-FU was lower in hypoxic regions of the tumor, whereas no such correlation was observed for capecitabine and its metabolites.


CONCLUSIONS
Gemcitabine and 5-FU target the same regions of the tumor, leaving hypoxic cells untreated. Capecitabine metabolites penetrate further into the tumor but it is yet to be determined whether these metabolites are the active form of the drug.","PloS one",32298392,[18F]-FAC,"3H/14C labeled drugs",NULL,NULL,NULL
45920,"In vivo biodistribution of calcium phosphate nanoparticles after intravascular, intramuscular, intratumoral, and soft tissue administration in mice investigated by small animal PET/CT.","Calcium phosphate nanoparticles were covalently surface-functionalized with the ligand DOTA and loaded with the radioisotope 68Ga. The biodistribution of such 68Ga-labelled nanoparticles was followed in vivo in mice by positron emission tomography in combination with computer tomography (PET-CT). The biodistribution of 68Ga-labelled nanoparticles was compared for different application routes: intravenous, intramuscular, intratumoral, and into soft tissue. The particle distribution was measured in vivo by PET-CT after 5 min, 15 min, 30 min, 1 h, 2 h, and 4 h, and ex vivo after 5 h. After intravenous injection (tail vein), the nanoparticles rapidly entered the lungs with later redistribution into liver and spleen. The nanoparticles remained mostly at the injection site following intramuscular, intratumoral, or soft tissue application, with less than 10 percent being mobilized into the blood stream. STATEMENT OF SIGNIFICANCE: The in vivo biodistribution of DOTA-terminated calcium phosphate nanoparticles was followed by PET/CT. To our knowledge, this is the first study of this kind. Four different application routes of clinical relevance were pursued: Intravascular, intramuscular, intratumoral, and into soft tissue. Given the high importance of calcium phosphate as biomaterial and for nanoparticular drug delivery and immunization, this is most important to assess the biofate of calcium phosphate nanoparticles for therapeutic application and also judge biodistribution of nanoscopic calcium phosphate ceramics, including debris from endoprostheses and related implants.","Acta biomaterialia",32251787,68Ga,"68Ga-labelled nanoparticles",PET-CT,NULL,NULL
52815,"Diagnostic and Clinical Impact of Staging 18F-FDG PET/CT in Mantle-Cell Lymphoma: A Two-Center Experience.","INTRODUCTION
The diagnostic accuracy of fluorine-18-fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG PET/CT) in staging mantle-cell lymphoma has not yet investigated. The aim of this 2-center retrospective study was to investigate the utility of 18F-FDG PET/CT in assessing nodal, splenic, bone marrow (BM), and gastrointestinal (GI) disease compared to CT, BM, and GI endoscopy; and to assess its clinical impact.


PATIENTS AND METHODS
One hundred twenty-two patients with histologically proven mantle-cell lymphoma were included. PET/CT BM findings were considered positive if isolated/multiple focal uptake in the BM not explained by benign findings and/or diffuse BM uptake higher than liver with/without focal uptakes were present. PET/CT findings were considered positive for GI involvement in the presence of isolated/multiple focal uptake in the GI organ.


RESULTS
All patients had positive PET/CT showing the presence of at least one hypermetabolic lesion, with the exception of one case. PET/CT results, compared to CT, detected more nodal and/or splenic lesions in 26 patients. The sensitivity, specificity, positive predictive value, negative predictive value, and accuracy of PET/CT for BM were 52%, 98%, 97%, 65%, and 74%; for GI 64%, 91%, 69%, 90%, and 85%; and for GI excluding diabetic patients, 78%, 92%, 72%, 94%, and 89%. PET/CT permitted upstaging of 21 cases and downstaging of 2.


CONCLUSION
18F-FDG PET/CT showed excellent detection rate in nodal and splenic disease-a rate better than CT. For BM and GI evaluation, in order to reach good accuracy, the selection of patients and the use of specific criteria for evaluation of these organs seems to be crucial. Moreover, PET/CT altered the management and therapeutic approach in about 20% of patients.","Clinical lymphoma, myeloma & leukemia",31129112,18F-FDG,"18F-FDG PET/CT",NULL,NULL,NULL
